DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,FEX_C
7635163,1,2,5.53393555637025
8019290,1,2,5.6975073648255
8019321,1,2,7.58811601892808
7982839,1,1,7.7712971504675
7982850,1,1,7.7712971504675
7963037,1,1,5.49760951477554
7963038,1,1,7.47674263070632
7963045,1,1,3.62239324720703
7963037,1,2,5.49760951477554
7959126,1,4,3.74687808066979
7895327,1,1,12.652451249983
7895330,1,2,10.6753668739266
7868260,1,1,5.14523313108001
7864697,1,2,5.78456153872515
7864700,1,2,5.23565029658125
7806287,1,1,9.62076081099523
7773612,1,1,4.69773015371079
7773563,1,4,4.32856869300738
7773614,1,1,7.69822338657634
7771205,1,1,7.69822338657634
7750962,1,1,22.8264961690905
7724052,1,1,6.59855097191185
7719980,1,2,6.32249840822353
7724053,1,4,5.98213743886548
7688421,1,2,9.3631629750301
7665510,1,1,9.22057688869809
7662941,1,1,6.91956570327148
7630652,1,1,3.2916373116742
8011641,1,1,9.58542007423538
8011648,1,2,11.5016599963566
8011649,1,1,12.2164127539334
8007559,1,2,11.983609112376
7954979,1,1,8.98804536394571
7954986,1,6,9.38497260384025
7954982,1,1,8.47683006460881
7954981,1,1,11.1428226727231
7954975,1,2,9.43059741473935
7951627,1,1,4.67588601573904
7951655,1,1,5.51390397643331
7860018,1,1,9.81921920427799
7801313,1,2,8.21630123092705
7801301,1,1,7.35837930506011
7796802,1,1,5.96416371487742
7796809,1,1,9.25866640732186
7745497,1,1,8.5151603215612
7714875,1,2,12.3118414680694
7712226,1,1,9.24658875003325
7712228,1,2,7.76953260426701
7712225,1,1,6.43141300757842
7683053,1,1,6.54754069653357
7652810,1,1,7.84784359486159
8035160,1,1,10.2063602286074
8035179,1,2,4.75931209589495
8002307,1,1,4.33073480008639
8002305,1,1,9.65651871301822
8002301,1,1,6.22372755855956
7999942,1,1,4.11438000205644
7981417,1,1,7.58250257006353
7976352,1,3,7.82945816292149
7914300,1,1,18.1272699361716
7886932,1,2,10.2294722272387
7886927,1,2,9.98347401714148
7830156,1,1,8.1420906328721
7787324,1,1,7.11412992669622
7793992,1,6,7.92287791644449
7791944,1,1,5.31460381025867
7768035,1,2,11.1566217219383
7768040,1,2,10.6887377567997
7768022,1,1,10.0122539524623
7739819,1,1,2.83820584741901
7736728,1,1,3.4357389985894
7706763,1,1,8.4879797063999
7703746,1,1,7.71234467814429
7648125,1,1,5.6031445315801
7648150,1,1,9.60082588788265
8027296,1,2,6.00739369917536
8027307,1,2,10.0018694546288
7995333,1,1,8.83839015792414
7995340,1,2,4.30654163078446
7970861,1,2,5.43769312827505
7906660,1,1,3.65867358703321
7876120,1,1,7.7042772152251
7876104,1,1,7.7042772152251
7876100,1,1,6.43154141385002
7871249,1,3,6.74293914688878
7871247,1,1,8.99325261929479
7810866,1,1,11.0499650292425
7780742,1,2,8.91671417291361
7759842,1,2,11.1256036371379
7756631,1,1,8.47855020408485
7759840,1,2,14.6469272425047
7759842,1,1,11.1256036371379
7699248,1,1,5.69765724312914
7699262,1,2,6.33285305063364
7699261,1,1,5.04900670623785
7699248,1,2,5.69765724312914
7662979,1,1,6.17674167073562
7665561,1,1,4.91065552240018
7662987,1,1,6.17674167073562
7662985,1,1,5.20434260254136
7637937,1,5,7.627931746727
7637946,1,1,9.35096492433018
7637928,1,1,5.07307908395035
7635203,1,1,7.30662771758076
8019426,1,3,7.62924401269318
8019439,1,1,8.15748915995335
7963088,1,1,12.6089559617083
7963076,1,1,10.8522871268811
7901948,1,1,21.7995053948709
7810771,1,2,12.6026110061944
7777718,1,1,11.3624937365579
7777716,1,1,4.07944297522707
7750859,1,1,4.17101035092187
7693367,1,2,4.57357429364479
7693366,1,2,3.63778197437744
7662906,1,1,9.86115287058711
7630717,1,1,7.10667351043491
7628120,1,2,4.79542586376081
8011789,1,1,7.8371845387162
7982856,1,1,13.4522810199779
7954823,1,2,4.38296231657904
7954908,1,1,7.46903315247357
7895302,1,1,9.09330558905357
7895297,1,2,6.43422546157116
7895312,1,2,4.61362334163332
7895305,1,1,10.1731025176064
7859946,1,1,5.19260980929689
7859950,1,1,7.3961061266161
7771191,1,1,3.72839205899735
7773538,1,1,4.23446364287688
7742730,1,2,9.17987282561116
7745562,1,1,6.88093763358481
7745557,1,1,11.1166400314762
7745560,1,2,6.64137587594535
7745569,1,2,10.8278303243438
7717002,1,1,6.00221208875659
7686325,1,2,10.962066217432
7688369,1,2,15.7178836753818
7688369,1,1,15.7178836753818
8035139,1,2,15.6795777583473
8035139,1,1,15.6795777583473
7951688,1,2,7.63889023781051
7953100,1,1,10.1731025176064
7886856,1,1,6.87345344299459
7886849,1,1,6.17427975729602
7830251,1,1,8.10871741255573
7830247,1,1,12.2664303389956
7796779,1,2,9.08999498924632
7764108,1,1,5.13851527520294
7768021,1,1,7.44966776847081
7739713,1,1,7.13083572170715
7712250,1,5,3.6428351956078
7712260,1,2,4.1884503000848
7712253,1,1,5.05445786476763
7712250,1,1,3.6428351956078
7712244,1,1,2.9947393991055
7708539,1,2,4.98833301286898
7708539,1,1,4.98833301286898
7683038,1,1,11.5427166502551
7683019,1,1,11.6391551871234
7683008,1,2,10.4502532038715
7683000,1,2,8.96941364706903
7683012,1,1,9.8112160922924
7633794,1,1,7.00950614915786
7635196,1,1,9.01502750517533
7637915,1,1,9.22226070148207
8024180,1,3,17.1320079037982
8002317,1,2,10.7903835558374
8002317,1,1,10.7903835558374
7970810,1,1,16.6840592068242
7970810,1,2,16.6840592068242
7912190,1,1,7.82546347508186
7816836,1,2,6.50962372247748
7787314,1,1,8.93698825272094
7791908,1,1,8.21360266123797
7787312,1,2,12.6163299213485
7791904,1,2,9.24221845302811
7759942,1,1,9.41796712815215
7759935,1,2,7.8482809865014
7756668,1,1,5.43100306109618
7730158,1,1,14.0573045730689
7730156,1,1,9.11981893920789
7730241,1,1,14.0573045730689
7706698,1,2,15.3693838274772
7669648,1,1,6.04021621286025
7672648,1,1,6.00741332100706
7669651,1,1,7.69514443350341
7630636,1,1,16.3071813776932
7628049,1,2,9.35750940247795
8019303,1,1,6.85627353585775
8019294,1,1,11.1148083196615
8015627,1,1,10.6278651475471
8015625,1,2,8.62687806681184
8015626,1,1,5.3057466692081
7995358,1,1,6.38412899729013
8007596,1,1,9.54729267735691
7963075,1,1,6.55115324651154
7959132,1,1,5.73816188988904
7906720,1,1,6.85381564448747
7906715,1,2,5.76288974914091
7868158,1,2,13.0891257414531
7810857,1,2,11.4904393693306
7781999,1,1,4.3845481434634
7781997,1,4,8.18760016290584
7781997,1,2,8.18760016290584
7781992,1,2,5.70039944807694
7785026,1,1,2.82297576191792
7780745,1,1,3.67888023420804
7750894,1,1,3.80392757770868
7750900,1,2,8.47614346542151
7750896,1,2,9.92214323011216
7750894,1,2,3.80392757770868
7750900,1,1,8.47614346542151
7724010,1,1,8.96554779784754
7695617,1,1,4.77616214940062
7697099,1,1,5.24049140302729
8011661,1,1,7.56865718849023
7988427,1,1,8.28213854523919
7954851,1,1,7.54141635088497
7898632,1,1,5.41193310695029
7901999,1,1,5.85008491847224
7859987,1,2,4.03370878302338
7859980,1,1,10.3066386013214
7859964,1,1,5.64014755785331
7859972,1,2,5.32328033234086
7799214,1,1,7.99555921686464
7777623,1,1,5.73509868842278
7745523,1,2,9.73097981669037
7745512,1,1,7.88630873355802
7745517,1,1,7.88630873355802
7716986,1,1,5.00217331519502
7716996,1,2,3.63839969344554
7716989,1,2,9.44047619292445
7693304,1,2,7.15660492589773
7713514,1,1,4.15453378846402
7691327,1,1,6.14373384573809
7658145,1,1,12.6969883152806
8035094,1,1,4.7529321283145
7982830,1,2,8.42363721267585
7982827,1,2,7.0407764804392
7982827,1,1,7.0407764804392
7979443,1,1,10.7494228893848
7895254,1,1,5.95665002052909
7895253,1,1,5.8007263795749
7886877,1,1,8.41388109813221
7881427,1,1,4.61980391038456
7886874,1,1,9.86032706553724
7830149,1,1,7.19485976494766
7739833,1,1,4.41087237310584
7739841,1,1,5.28115500347217
7688353,1,2,12.1578353468919
7688353,1,3,12.1578353468919
7688354,1,1,4.16415157050918
7678462,1,1,3.16931473302533
8027326,1,2,4.81880349709364
8022412,1,1,15.8230963692174
7965744,1,1,7.77406892397208
7965743,1,1,5.71276904997229
7965737,1,1,6.93780540967079
7967529,1,3,9.44962523446143
7967529,1,1,9.44962523446143
7919445,1,1,6.41783029890366
7919439,1,1,5.69632283246723
7876135,1,1,9.95476081437145
7876091,1,1,8.12707098178159
7871240,1,1,3.41372501153341
7871236,1,3,5.46758916608394
7871234,1,1,5.49544470472922
7876082,1,1,3.85087143475064
7810895,1,1,9.68665025459245
7810901,1,1,8.09421723556612
7796710,1,1,10.2738067792555
7759837,1,2,12.4918219680272
7759836,1,1,11.3015605537826
7756654,1,1,7.43050812279097
7759896,1,1,6.50376464194974
7759890,1,1,4.9472200569635
7755100,1,2,9.76461816166981
7730229,1,1,5.71234147118651
7730218,1,1,2.90371828826954
7712237,1,1,8.94185228305962
7708538,1,1,8.60602286356252
7672622,1,1,8.01961424645975
7672622,1,2,8.01961424645975
7672629,1,1,6.94119327894106
7668291,1,1,6.29189188839609
7628097,1,2,5.38300499728214
7628109,1,2,8.56109034482107
7628107,1,3,9.8320369647237
7628097,1,4,5.38300499728214
8019335,1,1,9.58542007423538
8019336,1,1,4.39530454700484
8019332,1,1,9.91200386988214
7963153,1,1,11.5299252298987
7963148,1,2,7.03363645130019
7910378,1,1,7.7105426000484
7910376,1,1,5.14873646211592
7864654,1,1,10.7919031431538
7868169,1,1,4.29443275055059
7789236,1,2,7.866341817617
7791932,1,1,3.25727972528991
7789234,1,1,5.20505966194622
7791918,1,4,2.73335252755272
7750942,1,1,4.48643341286856
7750930,1,2,7.98616507946339
7750948,1,1,6.0807041460905
7719968,1,2,8.4963360494456
7721219,1,3,9.93561048169723
7706752,1,1,5.69956774557028
7706721,1,1,4.16414292175028
7662923,1,2,5.73624197062015
7662923,1,1,5.73624197062015
7652910,1,1,7.53481908811347
8011766,1,1,9.18572420574666
7991423,1,1,5.74991314138693
7995425,1,2,3.85829997798673
7995417,1,4,10.4475164668613
7954919,1,3,6.33521777493543
7954949,1,1,6.43098496407767
7954933,1,1,4.35848541507783
7954949,1,2,6.43098496407767
7906677,1,1,5.51416659755711
7906701,1,1,9.40255453352287
7860075,1,1,12.0000555575892
7801287,1,2,12.2646508587587
7801287,1,1,12.2646508587587
7782041,1,2,5.85398144620629
7782035,1,2,4.51691828787425
7785056,1,1,6.28838270306183
7780753,1,1,4.52486879911341
7785064,1,1,7.14839408893838
7785075,1,2,5.79543849667048
7742696,1,1,9.3467362768095
7742694,1,1,9.3467362768095
7717031,1,1,8.66736355744765
7717036,1,1,15.4630350303758
7658067,1,2,8.36015691541112
7648160,1,2,5.69426925379643
7648179,1,3,9.8535581482452
7648159,1,1,11.3233987352489
8035199,1,1,12.7579502857592
8035202,1,1,4.88367171889427
8037945,1,2,10.6721386815652
7988490,1,3,12.2494331735263
7988485,1,2,4.42238761928521
7988490,1,4,12.2494331735263
7988490,1,1,12.2494331735263
7979492,1,1,7.69898001770616
7979493,1,1,11.8284711395347
7979489,1,2,4.87676980015836
7899630,1,1,9.55555395623531
7881425,1,1,18.4683015759442
7777633,1,1,12.6394548145625
7777625,1,1,13.1679878001938
7764120,1,2,4.51114221708605
7768072,1,1,9.71611279212726
7768074,1,1,6.05522511755463
7741972,1,1,7.62011512081271
7734681,1,4,5.1815854697632
7739746,1,1,5.68742674262559
7736717,1,1,2.63624168939581
7682992,1,1,6.59540651569565
7682990,1,1,3.76007435244517
7637869,1,1,6.35190925325295
7637869,1,2,6.35190925325295
7637871,1,3,5.37099693107309
8027337,1,1,6.78929218588266
8022411,1,2,10.9606120273406
7982943,1,1,4.68122139755502
7982941,1,1,3.57595496475029
7982940,1,2,3.57595496475029
7970813,1,1,9.26892178156901
7967483,1,2,8.74173100412784
7876175,1,2,7.77504895575878
7876175,1,1,7.77504895575878
7873015,1,2,6.27958563741612
7873013,1,1,7.56159226613223
7872976,1,1,6.35506929723985
7816913,1,1,7.01636553437389
7816915,1,1,8.78685274522531
7773580,1,1,10.8863765062696
7759899,1,1,4.52189344217859
7759912,1,2,3.9577760455708
7730276,1,1,7.46984247027152
7730277,1,1,3.83681952521867
7730281,1,1,6.83584945027115
7730270,1,1,6.41650888832924
7730277,1,3,3.83681952521867
7686322,1,2,6.97893439556359
7630671,1,1,7.0223936904103
7628083,1,1,5.70603939467925
7630647,1,1,4.78303232106265
7630670,1,2,3.91729284993457
7630671,1,2,7.0223936904103
8019345,1,2,8.38416104909053
8019346,1,2,7.96334596207804
8004575,1,1,8.35388109268729
7960424,1,2,7.10006495188733
7960428,1,1,10.6456240255813
7963160,1,1,10.9359939854839
7919455,1,1,6.13962392210985
7919456,1,1,8.47106092412827
7919454,1,1,7.7216597626144
7919451,1,1,9.11225123758909
7951694,1,1,7.42103165159921
7868182,1,1,11.8858413108556
7868182,1,2,11.8858413108556
7810805,1,1,7.16795720457694
7796755,1,1,7.80191780748035
7796740,1,1,9.47788600071519
7750877,1,2,11.6401739506568
7750878,1,4,10.7975073594951
7750883,1,1,9.73767073414617
7868178,1,1,11.3102570073177
7750833,1,1,9.5773552773118
7750878,1,1,10.7975073594951
7719979,1,1,6.57305087957549
7724050,1,1,9.02010376771923
7919452,1,1,9.24827501600583
7724046,1,2,8.09741520317788
7710025,1,1,12.2663071512462
7712277,1,2,8.39559752824327
7712281,1,2,9.61479659778042
7919457,1,1,7.7532551630911
7710021,1,1,9.21560076860713
7662924,1,1,13.704555811456
8011686,1,1,13.9374024518643
8011740,1,1,12.7805600989805
8002350,1,2,4.82287497248341
7914365,1,2,17.9873155082838
7914344,1,1,8.40253957722987
7912194,1,1,9.58918113579261
7914363,1,2,9.6884167364764
7672693,1,2,5.11384315649998
7859973,1,1,10.1012829543939
7859967,1,1,17.400498403749
7730274,1,1,4.18805522346568
7801317,1,2,10.9769361281278
7801316,1,1,4.08333823510217
7801320,1,1,11.844255062934
7791923,1,1,5.67657244632394
7789229,1,1,9.92234429198376
7789229,1,2,9.92234429198376
7742693,1,1,8.75358329434182
7717027,1,1,9.3194170145527
7816873,1,1,9.69075414240052
7714873,1,1,5.53889850165749
7701713,1,1,4.61940568174913
7658092,1,2,7.26831869645791
7648218,1,1,8.15804885551209
7873015,1,1,6.27958563741612
8035082,1,2,4.39530454700484
8035081,1,1,7.61808170650862
7895291,1,1,6.90707691237358
8035086,1,2,9.91200386988214
7976334,1,1,17.2721309167721
7914370,1,2,7.45999275242777
7914369,1,1,8.68128495514092
7886895,1,1,9.17975229368567
7886887,1,1,8.46582533924414
8027334,1,2,5.35422610788182
7830135,1,1,8.88395468540516
7782015,1,1,2.71962865015138
7780751,1,1,5.4907097633238
7782016,1,1,7.76250442598019
7782017,1,2,3.13663973546435
7785033,1,1,10.5284689950179
7782011,1,1,4.2494911034818
7767994,1,2,9.11039683457403
7637858,1,1,6.31051925362273
7739757,1,1,4.12288679830728
7767994,1,1,9.11039683457403
7767993,1,1,7.37575663107666
7767991,1,2,4.22919582851817
7767988,1,1,7.0386719696719
7739774,1,2,9.23983059462353
7739766,1,1,9.73259453296412
7739767,1,2,8.4646828985462
7739768,1,1,7.19020192190569
7768060,1,1,5.20301171355979
7902017,1,1,9.9275812436166
7641364,1,2,7.46571739698904
7648071,1,1,5.68211080383393
7641362,1,1,9.56348685442859
7641363,1,1,8.82637003465858
7976346,1,1,8.13867282994572
7637896,1,3,4.9979336659046
8027428,1,2,12.3900048373527
8024192,1,1,12.3900048373527
7988393,1,2,12.5478366488112
7970795,1,1,6.51763831070257
7901934,1,2,11.3087958134043
8035200,1,1,12.7579502857592
7901937,1,1,10.2828732121259
7901938,1,1,9.73620268836209
7901932,1,5,13.2660837550501
7901934,1,1,11.3087958134043
7648176,1,3,11.9203270602361
7717028,1,1,9.90364994644838
7876090,1,1,7.65611216945888
7872987,1,1,6.27135090587251
7876083,1,1,6.93585812885674
7810917,1,3,7.18428125986902
7777610,1,1,8.59131553302038
7777612,1,2,4.46363126586507
7777612,1,1,4.46363126586507
7777610,1,2,8.59131553302038
7785054,1,1,5.12563411023458
7777609,1,2,8.57950079881053
7777609,1,1,8.57950079881053
7775461,1,3,11.9613329751076
7759913,1,1,4.90718940646127
7801285,1,2,11.4904393693306
7756661,1,2,3.76824453514882
7759903,1,2,3.76824453514882
7756663,1,2,8.09676066010605
7759915,1,1,8.11608752678772
7906690,1,1,4.67874670458206
7759914,1,1,4.67336813840475
7730189,1,1,3.62964786033693
7693294,1,1,8.41216975927457
7693294,1,2,8.41216975927457
7691326,1,1,9.86143414530327
7668297,1,1,8.22855637334323
7669669,1,1,4.89731471987047
7652907,1,1,9.01014068198789
7630703,1,1,11.0852529167758
7630706,1,2,9.01502750517533
7630707,1,1,8.65843161541521
7963161,1,1,7.39543068252775
7706724,1,2,5.26223268404289
7963130,1,1,9.1517654153795
7963161,2,1,7.39543068252775
7963130,1,2,9.1517654153795
7960430,1,1,7.26585434109327
7895244,1,1,6.06220372603571
7895266,1,1,4.80863932291864
7895265,1,1,5.60088634761341
7895268,1,1,7.18172157852277
7868206,1,1,10.9508832751024
7868199,1,1,9.45199033266528
7804971,1,1,9.19235149546445
7773516,1,1,10.6444570283525
7791930,1,2,6.55527836850925
7789236,1,1,7.866341817617
7910378,1,2,7.7105426000484
7771174,1,1,4.2740321956846
7750866,1,2,4.34797446363326
7750874,1,1,7.20881302168989
7750870,1,2,7.77792241502919
7750875,1,3,4.13493064458012
7750866,1,1,4.34797446363326
7723999,1,1,3.13455092697393
7721231,1,1,5.17038794784145
7630696,1,3,4.17203464497512
7721229,1,1,5.17038794784145
7721228,1,1,6.92737738255701
7628110,1,2,4.57171848843638
7723999,1,2,3.13455092697393
7688408,1,2,5.90213158235377
7688401,1,1,3.89762354397583
7686346,1,1,5.50785463268001
7688403,1,1,5.97951586893506
7686339,1,1,6.16012052268555
7668286,1,1,8.77378078229491
7662918,1,2,10.5808235960672
7662918,1,1,10.5808235960672
7662911,1,2,9.26582756220647
7652850,1,1,4.8003044128582
7736696,1,2,6.95592045004095
7652846,1,2,7.99162406610396
7652836,1,1,5.60529629670586
8011659,1,1,3.87762503414154
8011670,1,1,5.43832610663556
7755100,1,1,9.76461816166981
8011738,1,1,6.07588082595086
7796708,1,2,9.10619336076534
7954927,1,2,8.6389333294574
7954935,1,1,7.30253002796813
7954926,1,1,7.94433694886263
7954945,1,2,8.31869919766641
7919435,1,1,4.85646848874662
7953099,1,1,11.2418582268713
7871238,1,1,5.18014510481739
7919435,2,1,4.85646848874662
7919432,1,1,9.00345751848434
7916440,1,1,6.44653402905199
7951654,1,2,9.73292278785941
7919433,1,2,5.24578835227488
7953099,1,2,11.2418582268713
7860027,1,2,6.19116210857969
7801201,1,3,2.11183137171456
7801213,1,1,3.6545167766862
7967481,1,1,7.28230886979075
7801207,1,2,4.59617574773222
7796782,1,3,5.20628035893227
7796756,1,2,5.76501990746898
7796741,1,2,5.12745017460126
7796743,1,1,3.87780688954692
7745491,1,1,5.65236680272323
7742672,1,1,6.85044561981788
7713997,1,1,5.2819466381058
8027355,1,1,8.92080348289393
7688355,1,1,8.19164512765078
7714853,1,1,8.24695201620044
7714852,1,1,10.0200829497349
7648213,1,1,15.3424114006689
7648212,1,1,17.5330592331191
7830151,1,1,8.00352639189036
8035159,1,4,7.11167734151167
8035145,1,1,6.75097869550096
8035156,1,1,4.30847226015726
8035157,1,1,4.06372531637136
7979485,1,2,6.76894819739904
7979473,1,1,7.18646284626836
7979487,1,1,10.258239147293
7914286,1,2,9.35291528957479
7914286,1,1,9.35291528957479
7910383,1,1,8.01439887153106
7914287,1,2,11.7646455074499
7914284,1,2,4.99585740339992
7979445,1,1,6.64015238090075
8035105,1,2,7.27496085594715
7658153,1,2,5.2293693094918
7886879,1,1,6.43897163106062
7830212,1,1,5.81495215771974
7764131,1,1,7.94040890451878
7764122,1,1,7.21096392353179
7739797,1,1,11.507520590185
7706766,1,1,6.14081848265472
7706769,1,2,8.706267485427
7745511,1,2,6.19447415208712
7701734,1,1,10.6347370900591
7683023,1,1,12.8682118140325
7635170,1,1,11.941903788953
7801247,1,1,7.28479551200951
8027399,1,2,9.13874163965706
8027409,1,1,5.19851951534398
7995408,1,1,16.0581028969475
7906772,1,1,7.27464447124285
7859972,1,1,5.32328033234086
7871255,1,1,10.352154973644
7810913,1,1,8.88395468540516
7785009,1,1,10.7775127412069
7756653,1,1,9.8770348378807
7695614,1,1,8.19539024513162
7759892,1,1,8.59839831079863
7730292,1,1,4.94295316761714
7730294,1,1,7.73041274682615
7699271,1,1,4.49049110006538
7719972,1,5,6.88902871810187
7699270,1,2,4.92347588735015
7697135,1,1,5.76779041712711
7697135,1,2,5.76779041712711
7697137,1,1,5.64219579790668
7750969,1,1,6.81212825724896
7672682,1,1,5.87391524720691
7672683,1,1,6.51546675783268
7630714,1,1,9.07415607607564
7630716,1,2,5.42135813054061
8019305,1,1,6.59295682050726
7988459,1,1,4.42301010875918
7782003,1,1,2.78504684105593
7986180,1,1,5.51650716513293
7781994,1,1,2.78504684105593
7963100,1,1,5.80463812989916
7963094,1,1,3.13766333344709
7901986,1,2,10.0851618982772
7901985,1,1,6.30190468292241
7906720,1,2,6.85381564448747
7810828,1,1,8.5863530357673
7810822,1,1,12.409674518877
7806278,1,1,7.52635506480578
7777679,1,1,3.93188736132135
7777677,1,1,5.55473768915136
7781990,1,6,4.16650101036355
7781990,1,2,4.16650101036355
7777674,1,2,5.51680876828937
7777669,1,1,3.93227483119722
7755079,1,4,7.64460595699536
7750913,1,1,5.14791348838766
7750899,1,2,3.8200407100403
7630632,1,2,18.3041676598776
7750917,1,1,4.23927510204242
7724045,1,1,6.87246001350037
7724044,1,1,6.87246001350037
7693369,1,2,8.34523429193942
7672642,1,1,6.90254311133548
7693370,1,2,6.06304411503736
7693373,1,2,9.24658875003325
7693372,1,2,7.79205604556198
7693417,1,1,7.44695011604617
7652879,1,1,10.3704640869436
7652878,1,1,6.1038980274173
8011674,1,1,5.35422610788182
7759940,1,1,6.71178838785682
7787315,1,1,16.3295647594044
7982900,1,1,4.52581800226208
7982919,1,2,8.12723415470782
7982908,1,2,9.1374953955297
7954912,1,1,10.8522871268811
7810903,1,1,10.1102993353436
7954910,1,1,9.71060248710801
7954990,1,1,7.35494413794384
7895317,1,4,17.0563479475168
7860084,1,1,13.9203987229992
7860129,1,2,12.9502837717845
7860081,1,2,11.4913876472542
8027323,1,1,12.8664307518326
7860081,1,1,11.4913876472542
7801259,1,2,4.08333823510217
7801274,1,1,7.2479043445548
7773546,1,1,8.68967351578943
7742700,1,2,7.47719564147734
7716957,1,2,4.08335384287904
7637918,1,2,6.42644140561028
7683039,1,2,9.99531832167513
7714850,1,1,3.58552765483653
7714847,1,1,5.56996816772456
7716964,1,2,6.73029156275278
7686357,1,1,9.21560076860713
7656145,1,1,5.2620560062805
7678457,1,1,7.46227801097162
7648096,1,1,7.30662771758076
7712250,1,4,3.6428351956078
7648101,1,2,4.96993669630058
7648097,1,2,6.35990829491558
7712241,1,2,5.04237260952398
7648088,1,2,7.16397491497132
8029807,1,1,4.32084738937682
8007518,1,1,7.24462439772818
8007548,1,2,5.78935034039327
8007548,1,1,5.78935034039327
8007522,1,1,5.75700877726395
7764107,1,1,8.40400679970256
7979528,1,1,7.79521726792749
7979520,1,2,7.91284100771272
7979529,1,1,11.9763270287789
7919423,1,1,13.5845046386279
7951687,1,1,6.44433736985154
7886962,1,1,4.71393204538383
7830167,1,2,13.6471066151069
7830173,1,1,10.4068507314422
7830176,1,1,6.99726043040992
7658165,1,1,10.4431048699553
7830175,1,1,9.40995220512215
7796737,1,1,4.66152240930688
7716995,1,1,6.75147656693886
7796751,1,1,3.50763851477072
7796748,1,1,3.14581986495777
7796737,1,2,4.66152240930688
7796714,1,1,2.32645417168717
7764097,1,1,5.99542599718862
7764109,1,1,5.33225755089443
7773543,1,1,6.61126454851511
7764098,1,1,7.84166995041639
7739752,1,1,4.26927581129598
7736709,1,2,5.31070720390877
7736719,1,1,7.4222568145804
7859948,1,1,6.2827803558975
7736713,1,1,6.59926978619652
7736709,1,1,5.31070720390877
7739752,1,2,4.26927581129598
7713518,1,2,7.1398115608815
7895302,1,2,9.09330558905357
7710008,1,2,7.41842559779761
7708540,1,1,5.67657708362943
7682966,1,2,10.1804168091136
7682981,1,1,7.70216977901775
7637905,1,1,12.0744872671278
7637905,1,3,12.0744872671278
8027293,1,1,6.09558797455704
8002316,2,1,6.33530503001494
7658080,1,1,9.78985874534484
7724038,1,2,6.35615686561286
7967509,1,1,6.60747018490543
7873009,1,1,4.89759173546372
7816832,1,1,6.22632095043548
7777716,1,2,4.07944297522707
7810898,1,2,7.04732868457461
7810892,1,2,5.74477994584362
7793987,1,1,8.67034584816101
7793985,1,1,5.03150739560531
7793988,1,1,5.6215897012433
7759869,1,2,9.79964763467867
7759865,1,1,8.44542242512569
7730206,1,1,7.82050485559923
8019429,1,1,6.30338072332676
7730204,1,1,5.86882959789534
7701719,1,1,4.5329975764743
7706714,1,2,6.10274857502194
7706714,1,1,6.10274857502194
7637942,1,1,7.25932486086051
7662982,1,1,3.82419546581536
7672627,1,1,12.8776477354501
7672636,1,1,4.86080031729142
7672631,1,2,9.02485238413238
7672627,2,1,12.8776477354501
7628070,1,1,5.77228774361014
7628068,1,1,6.8188495114084
7628065,1,1,6.01001833678355
7628062,1,1,6.44234326032325
7730181,1,1,8.25180469292527
7630644,1,1,7.19185706527736
8019389,1,1,15.6294566622808
7995337,1,2,9.14084404417727
7965735,1,1,8.49976100214721
7759843,1,1,15.1669487093069
7963120,1,1,5.77423501327962
7963034,1,1,5.59306006354449
7963032,1,1,6.31875214171961
7963031,1,1,6.81369484539859
7871245,1,1,8.52903922540462
7959127,1,1,9.7456400922707
7963121,1,1,7.77042755922475
7906744,1,2,5.68064807450992
7906770,1,1,3.30305514530267
7970849,1,2,4.84933927034932
7868246,1,1,6.43450766345535
7868196,1,1,9.71271282883838
7750842,1,1,5.9125133108634
7750848,1,2,3.84235108859463
8027296,1,1,6.00739369917536
7750843,1,1,8.87692560151801
7723964,1,1,3.61434591896909
7721216,1,1,6.72452836422149
7672623,1,1,4.0068938617122
7719959,1,1,5.01841282745637
7723958,1,3,3.48953542675763
7699254,1,2,6.54856306281404
7665518,1,1,8.05251510629836
7662932,1,2,10.2069907650409
7652824,1,1,9.62651300932469
7768035,1,1,11.1566217219383
7652826,1,2,8.55967889194488
7652826,1,1,8.55967889194488
7830158,1,2,9.50332387694765
7652824,1,3,9.62651300932469
7652822,1,2,6.48945348034436
7652821,1,2,5.98475296517782
7652820,1,1,5.42135813054061
7914304,1,1,22.1454260898519
7988467,1,1,5.35408593126581
7954977,1,1,7.27160479675474
7954960,1,1,6.47527063113576
7899634,1,3,7.17999482278633
7899634,1,1,7.17999482278633
7902032,1,1,8.49382573887583
7899634,1,2,7.17999482278633
7799227,1,1,9.98780447435305
8002311,1,1,4.49870325951249
7801354,1,2,6.88538447262123
7777721,1,1,14.8835164379756
7777721,1,2,14.8835164379756
7777681,1,1,9.92550938014801
7712231,1,2,8.67088706236084
7745546,1,1,4.67538295910357
7745570,1,1,7.08807180143764
7745540,1,2,10.4242538960092
7745545,1,1,5.97723828835081
7742702,1,1,5.73549726076947
7716945,1,1,19.8810450390546
7860023,1,1,11.3609376593562
7714837,1,1,22.2525510261791
7714836,1,2,9.38255700122268
7714836,1,1,9.38255700122268
7714834,1,1,19.8810450390546
7951641,1,1,9.54941345065501
7716952,1,1,18.9253500213503
7693329,1,1,5.81153535445423
7954986,1,2,9.38497260384025
7691339,1,1,6.57421989591824
7648082,1,1,8.58292562161259
