DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,FEX_C
7987328,1,4,83.2350837733539
7987316,1,2,146.726019924167
7987330,1,3,89.186658523275
7987336,1,2,270.506380626512
7987319,1,1,109.785111065453
7689988,1,2,179.269401984681
7987328,1,3,83.2350837733539
7987312,1,1,164.503034680494
7689984,1,1,144.553963672714
7987313,1,1,263.694012057938
7787096,1,1,138.441808345367
7809109,1,1,283.249898438223
7809066,1,5,529.304479256027
7809116,1,2,173.350431968106
7787073,1,3,168.257928657898
7958936,1,1,134.885088408938
7787116,1,1,321.70383683158
8022137,1,1,257.224354292672
7958940,1,1,256.415818636106
8022131,1,2,258.54151844833
7809088,1,1,207.981338642711
7809111,1,1,201.237352828387
7958907,1,2,440.318209490679
7958916,1,1,451.144839450909
7958912,1,1,228.29750407994
8022147,1,1,200.674265881267
8023757,1,1,174.124148179231
7958918,1,1,242.708341879017
7958937,1,2,174.361571127862
7809065,1,1,376.472876066278
7787080,1,1,185.162949966938
7787087,1,1,108.349249341157
7809102,1,1,129.704249868216
7787093,1,1,173.347625791141
7787079,1,2,108.349249341157
8023746,1,2,89.7604952335781
7958931,1,1,372.116591750641
7787083,1,1,154.763365078498
7809101,1,1,173.347625791141
8022123,1,1,170.450089694794
7809100,1,1,290.325524135445
7809075,1,1,120.617832856159
7809077,1,1,182.28710401301
7809106,1,1,99.1621412063378
7809103,1,1,98.3370513430055
7809082,1,1,281.138416000626
7809076,1,1,156.194374666553
7787075,1,4,174.568590936191
8023744,1,1,118.391974775223
7787090,1,1,248.903841059924
8023751,1,1,158.2289536454
7809073,1,1,179.968585164692
7958951,1,1,655.026560371072
7958955,1,1,393.563913830979
7787078,1,3,98.3370513430055
7958928,1,2,510.244792306829
7809107,1,1,108.349249341157
7787079,1,1,108.349249341157
7809104,1,1,177.549375193613
7758884,1,1,156.265936869818
7903850,1,2,177.694348535969
7758864,1,1,250.785867600824
7758867,1,1,393.138539024114
7758864,1,2,250.785867600824
7903861,1,1,173.882705456842
7903875,1,1,167.355797739172
7903876,1,1,147.226844060628
7903893,1,1,155.88649611033
7758890,1,1,98.0336182409377
7723013,1,1,817.283031286068
7758889,1,3,155.88649611033
7758891,1,1,167.355797739172
7758893,1,3,199.770354474888
7758887,1,2,102.12863344721
7903892,1,1,147.226844060628
7723014,1,1,358.666679519762
7758904,1,4,253.29480431084
7758903,1,1,264.997518766849
7758898,1,1,102.12863344721
7723108,1,2,343.322245771642
7723051,1,1,253.235025431214
7962117,1,1,249.721610155534
7962137,1,2,390.852873713182
7962154,1,1,236.967929870604
7962149,1,1,286.793832801035
7962155,1,2,318.687222978338
7962142,1,1,323.746921997882
7962116,1,2,281.372250479127
7723106,1,1,175.985234101794
7962125,1,1,310.570783369339
7962126,1,2,163.372789537048
7962133,1,1,235.869350086204
7965487,1,2,285.343543544934
7965488,1,1,197.937722235138
7965482,1,1,197.937722235138
7965492,1,1,179.646947925468
7723071,1,1,236.950084465236
7965480,1,1,583.836087751675
