DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7631847,1,1,1,1,1,2,1300000,1,266500,1,2000000,1,1,19,50,1,52,52,11.5073188893286
7631849,1,1,1,1,1,2,1300000,1,266500,1,2400000,1,1,18,22,1,52,52,12.4526452646361
7631849,1,1,1,3,,2,,2,,,,2,2,240,80,1,52,52,12.4526452646361
7631849,1,1,2,1,1,2,1300000,1,266500,1,2400000,1,1,24,23,1,52,52,12.4526452646361
7631849,1,1,3,1,1,2,1300000,1,266500,1,2600000,1,1,300,55,1,52,52,12.4526452646361
7631874,1,1,1,1,1,2,1300000,1,104000,1,580000,1,1,60,38,1,52,52,32.1035765355529
7631874,1,1,2,1,1,1,1300000,1,104000,1,580000,1,1,48,32,1,52,52,32.1035765355529
7631874,1,1,3,1,2,1,1300000,1,104000,2,,1,1,8,30,1,52,52,32.1035765355529
7631874,1,1,4,1,2,1,1300000,1,104000,2,,1,1,8,30,1,52,52,32.1035765355529
7631874,1,1,5,1,2,2,1300000,1,104000,2,,1,1,6,30,1,52,52,32.1035765355529
7631901,1,1,1,1,1,2,1300000,1,104000,1,500000,1,1,24,25,1,52,52,18.7302107699683
7631922,1,1,1,1,2,2,180000,2,,2,,2,2,12,35,1,54,54,42.9277215010398
7631922,1,1,2,1,2,2,180000,2,,2,,2,2,2,25,1,54,54,42.9277215010398
7631952,1,2,1,3,,1,,2,,,,2,2,7,41,1,54,54,44.9073060952564
7631952,1,2,2,3,,2,,2,,,,2,2,7,66,1,54,54,44.9073060952564
7631962,1,1,1,3,,1,,2,,,,2,2,24,12,1,54,54,34.7278984820743
7631975,1,3,1,1,1,1,350000,2,,2,,2,2,72,63,1,54,54,36.1302407658203
7631975,1,3,2,1,1,2,350000,2,,2,,2,2,72,55,1,54,54,36.1302407658203
7631982,1,1,1,1,1,1,1300000,1,409968,1,3152891,1,2,120,55,1,54,54,27.3020454351839
7632007,1,1,1,1,1,2,1300000,1,446615,1,2520833,1,1,132,40,1,54,54,25.4798569146715
7632007,1,1,2,1,2,1,1300000,1,446615,1,2520833,1,1,12,39,1,54,54,25.4798569146715
7632009,1,2,1,1,2,2,600000,2,,2,,2,2,12,43,1,54,54,34.879750205795
7632010,1,1,1,1,1,2,1000000,2,,2,,2,2,60,54,1,54,54,32.3995046427097
7632010,1,1,2,1,1,2,1000000,2,,2,,2,2,12,43,1,54,54,32.3995046427097
7632041,1,1,1,1,1,1,2000000,2,,2,,2,2,120,40,1,54,54,41.2295699422899
7632041,1,1,1,3,,2,,2,,,,2,2,24,36,1,54,54,41.2295699422899
7632041,1,1,2,1,1,1,2000000,2,,2,,2,2,180,50,1,54,54,41.2295699422899
7632089,1,3,1,1,2,1,700000,2,,2,,2,2,150,25,1,54,54,28.9159677951234
7632089,1,3,2,1,2,1,700000,2,,2,,2,2,150,35,1,54,54,28.9159677951234
7632089,1,3,3,1,2,1,700000,2,,2,,2,2,150,30,1,54,54,28.9159677951234
7632089,1,3,4,1,2,1,700000,2,,2,,2,2,150,40,1,54,54,28.9159677951234
7632113,1,1,1,1,2,2,1300000,1,400000,2,,1,1,24,28,1,63,63,10.6844978745155
7632151,1,1,1,3,,1,,2,,,,2,2,36,25,1,63,63,14.637769283314
7632168,1,2,1,2,,1,,1,370000,,,1,2,24,41,1,63,63,16.4767348730477
7632196,1,1,1,1,1,1,130000,2,,2,,2,2,240,27,1,63,63,12.4920728635426
7632225,1,1,1,1,1,1,1500000,1,400000,2,,1,2,40,40,1,63,63,16.1301625436098
7632229,1,3,1,1,1,2,1300000,1,370000,2,,2,2,12,47,1,63,63,14.637769283314
7632263,1,1,1,3,,2,,2,,,,2,2,12,56,1,63,63,19.7714980882629
7632344,1,1,1,2,,1,,2,,,,2,2,180,45,1,66,66,17.660732311896
7632440,1,2,1,1,2,1,1300000,2,,2,,2,2,3,23,1,68,68,34.6645930315642
7632455,1,1,1,3,,2,,2,,,,2,2,180,35,1,68,68,35.6591375844648
7632457,1,2,1,1,2,2,1000000,2,,2,,2,2,36,42,1,68,68,91.4127790938788
7632457,1,2,1,3,,2,,2,,,,2,2,120,38,1,68,68,91.4127790938788
7632488,1,1,1,3,,2,,2,,,,2,2,15,64,1,70,70,7.55607520233062
7632498,1,2,1,3,,1,,2,,,,2,2,240,45,1,70,70,10.2623546937036
7632524,1,1,1,3,,1,,2,,,,2,2,60,40,1,70,70,13.4166106715282
7632524,1,1,2,3,,2,,2,,,,2,2,24,28,1,70,70,13.4166106715282
7632553,1,1,1,1,2,1,700000,2,,2,,2,2,12,48,1,70,70,9.44509400291327
7632560,1,2,1,1,2,2,650000,2,,2,,2,2,1,26,1,70,70,13.2151200156524
7632564,1,2,1,1,2,1,700000,2,,2,,2,2,84,35,1,70,70,9.44509400291327
7632564,1,2,2,1,2,1,700000,2,,2,,2,2,60,35,1,70,70,9.44509400291327
7632564,1,2,3,1,2,1,1000000,2,,2,,2,2,3,35,1,70,70,9.44509400291327
7632578,1,1,1,1,2,1,180000,2,,2,,2,2,1,25,1,70,70,8.45592571138626
7632578,1,1,2,1,2,1,180000,2,,2,,2,2,1,40,1,70,70,8.45592571138626
7632578,1,1,3,1,2,1,180000,2,,2,,2,2,1,50,1,70,70,8.45592571138626
7632622,1,1,1,3,,1,,2,,,,2,2,60,22,1,70,70,8.14949103144591
7632644,1,1,1,3,,2,,2,,,,2,2,336,50,1,73,73,30.3129230243888
7632663,1,1,1,1,1,2,1300000,1,266500,2,,1,1,20,27,1,73,73,31.9639089718798
7632663,1,1,1,2,,2,,2,,,,2,2,96,27,1,73,73,31.9639089718798
7632686,1,1,1,1,2,1,200000,2,,2,,2,2,2,28,1,73,73,27.460759418196
7632691,1,6,1,3,,2,,2,,,,2,2,36,34,1,73,73,14.6992594004879
7632711,1,1,1,1,1,1,5000000,1,890000,2,,1,1,120,42,1,73,73,28.7473483948645
7632711,1,1,2,1,1,2,2300000,1,406300,2,,1,1,120,42,1,73,73,28.7473483948645
7632711,1,1,3,1,1,2,1700000,1,330000,2,,1,1,12,47,1,73,73,28.7473483948645
7632718,1,2,1,1,1,1,1300000,2,,2,,2,2,36,38,1,73,73,37.5024413496991
7632718,1,2,2,1,2,2,850000,2,,2,,2,2,12,29,1,73,73,37.5024413496991
7632718,1,2,3,1,2,1,1200000,2,,2,,2,2,60,35,1,73,73,37.5024413496991
7632747,1,1,1,3,,2,,2,,,,2,2,240,60,1,73,73,28.2227689181697
7632866,1,2,1,1,2,1,1000000,2,,2,,2,2,60,29,1,76,76,102.396456068391
7632868,1,1,1,1,2,1,0,2,,2,,2,2,60,50,1,76,76,100.987778600603
7632868,1,1,2,1,2,1,0,2,,2,,2,2,60,55,1,76,76,100.987778600603
7632869,1,2,1,3,,2,,2,,,,2,2,144,40,1,76,76,13.4622865961815
7632875,1,1,1,1,2,1,1200000,2,,2,,2,2,144,31,1,76,76,19.9322881374209
7632883,1,1,1,1,2,1,200000,2,,2,,2,2,1,20,1,76,76,20.3028135637673
7632889,1,1,1,1,2,1,1000000,2,,2,,2,2,12,39,1,76,76,31.1695981488287
7632889,1,1,1,3,,1,,2,,,,2,2,180,50,1,76,76,31.1695981488287
7632896,1,1,1,1,2,1,1282500,1,334700,1,381428,1,1,12,19,1,76,76,43.3005501509178
7632896,1,1,2,1,2,1,1282500,1,334700,1,381428,1,1,36,22,1,76,76,43.3005501509178
7632896,1,1,3,1,2,1,1282500,1,334700,1,381428,1,1,36,32,1,76,76,43.3005501509178
7632902,1,1,1,1,2,1,1200000,2,,2,,2,2,6,18,1,76,76,10.6929413840231
7632902,1,1,2,1,2,2,1500000,2,,2,,2,2,4,36,1,76,76,10.6929413840231
7632947,1,2,1,1,2,1,600000,2,,2,,2,2,12,30,1,76,76,87.4519846153645
7632953,1,1,1,2,,2,,2,,,,2,2,72,50,1,76,76,44.9248518775384
7632964,1,1,1,2,,2,,2,,,,2,2,6,25,1,76,76,78.4762055686985
7632980,1,1,1,1,2,2,1300000,3,93000,2,,1,2,120,50,1,76,76,63.8498733243705
7632980,1,1,1,3,,1,,2,,,,2,2,13,28,1,76,76,63.8498733243705
7632980,1,1,2,1,2,2,1300000,3,93000,2,,1,2,24,40,1,76,76,63.8498733243705
7633005,1,2,1,1,2,2,1300000,2,,2,,2,2,6,30,1,76,76,215.304181074205
7633087,1,1,1,1,1,2,600000,2,,2,,2,2,144,55,1,88,88,4.28695969715253
7633087,1,1,2,1,2,1,1400000,2,,2,,2,2,72,29,1,88,88,4.28695969715253
7633089,1,2,1,3,,1,,2,,,,2,2,120,57,1,88,88,4.65295698299935
7633089,1,2,2,3,,2,,2,,,,2,2,84,27,1,88,88,4.65295698299935
7633089,1,2,3,3,,2,,2,,,,2,2,36,20,1,88,88,4.65295698299935
7633092,1,1,1,1,2,2,320000,2,,2,,2,2,12,50,1,88,88,5.2112163765872
7633094,1,1,1,1,1,2,1160000,1,237800,1,1550000,1,1,12,48,1,88,88,4.30767756625435
7633094,1,1,1,2,,1,,2,,,,2,2,36,40,1,88,88,4.30767756625435
7633094,1,1,2,2,,1,,2,,,,2,2,36,45,1,88,88,4.30767756625435
7633301,1,1,1,3,,2,,2,,,,2,2,84,40,1,70,"",66.8589334692291
7633312,1,1,1,1,2,1,650000,2,,2,,2,2,5,43,1,70,"",51.4754437901982
7633347,1,1,1,1,2,1,1000000,2,,2,,2,2,8,38,2,18,"",27.1381584982072
7633388,1,2,1,3,,2,,2,,,,2,2,18,26,2,54,"",48.7209274852692
7633400,1,1,1,1,2,1,900000,2,,2,,2,2,4,22,2,54,"",119.657901047948
7633400,1,1,1,3,,1,,2,,,,2,2,36,20,2,54,"",119.657901047948
7633402,1,1,1,3,,2,,2,,,,2,2,108,38,2,54,"",187.192616306441
7633408,1,1,1,3,,2,,2,,,,2,2,24,27,2,54,"",188.554302748666
7633419,1,1,1,1,2,2,360000,2,,2,,2,2,12,45,1,54,"",102.667587918808
7633419,1,1,2,1,2,2,360000,2,,2,,2,2,24,36,1,54,"",102.667587918808
7633419,1,1,3,1,2,2,360000,2,,2,,2,2,18,32,1,54,"",102.667587918808
7633450,1,1,1,3,,2,,2,,,,2,2,48,64,1,54,"",61.4360370966896
7633450,1,1,2,3,,1,,2,,,,2,2,48,23,1,54,"",61.4360370966896
7633490,1,1,1,2,,1,,2,,,,2,2,241,60,1,52,"",86.3346807461647
7633510,1,1,1,1,2,1,300000,2,,2,,2,2,14,24,2,52,"",535.590698116518
7633520,1,1,1,1,1,1,600000,2,,2,,2,2,24,26,2,52,"",193.50089232566
7633542,1,1,1,1,2,1,900000,2,,2,,2,2,2,42,1,05,"",261.153815872123
7633542,1,1,1,3,,1,,2,,,,2,2,48,28,1,05,"",261.153815872123
7633542,1,1,2,1,2,1,1400000,2,,2,,2,2,24,35,1,05,"",261.153815872123
7633548,1,4,1,1,2,1,1600000,1,377300,2,,1,1,1,50,1,05,"",350.029672186294
7633679,1,2,1,2,,2,,2,,,,2,2,36,20,1,13,13,48.6432589231157
7633684,1,1,1,3,,2,,2,,,,2,2,145,65,1,13,13,44.2395509068183
7633684,1,1,2,3,,2,,2,,,,2,2,145,55,1,13,13,44.2395509068183
7633704,1,1,1,1,2,1,1500000,2,,2,,2,2,6,24,1,13,13,29.5215678018752
7633704,1,1,1,2,,2,,2,,,,2,2,180,40,1,13,13,29.5215678018752
7633704,1,1,2,1,1,1,1500000,2,,2,,2,2,24,27,1,13,13,29.5215678018752
7633712,1,2,1,1,2,1,987000,2,,2,,2,2,6,27,1,13,13,33.9460254352288
7633712,1,2,2,1,2,1,987000,2,,2,,2,2,6,28,1,13,13,33.9460254352288
7633775,1,1,1,2,,1,,2,,,,2,2,61,34,1,18,18,5.70028002599346
7633781,1,1,1,1,2,1,1300000,1,237800,2,,1,2,6,31,1,18,18,7.38572167622437
7633834,1,2,1,1,2,1,1950000,2,,2,,2,2,168,33,1,20,20,30.7296720135096
7633834,1,2,2,1,2,1,1950000,2,,2,,2,2,144,31,1,20,20,30.7296720135096
7633834,1,2,3,1,2,1,880000,2,,2,,2,2,24,18,1,20,20,30.7296720135096
7633834,1,2,4,1,2,1,880000,2,,2,,2,2,2,22,1,20,20,30.7296720135096
7633837,1,5,1,2,,1,,2,,,,2,2,240,27,1,20,20,39.1267967169005
7633838,1,2,1,2,,1,,2,,,,2,2,120,35,1,20,20,18.2506835795805
7633848,1,2,1,1,2,2,160000,2,,2,,2,2,2,35,1,23,23,19.7249742265454
7633863,1,1,1,1,1,1,100000,2,,2,,2,2,24,38,1,23,23,20.0520099665798
7633876,1,1,1,2,,2,,2,,,,2,2,10,31,1,27,27,3.57708387021598
7633894,1,2,1,1,1,1,860000,2,,2,,2,2,1,27,1,27,27,2.7294943167946
7633894,1,2,1,3,,1,,2,,,,2,2,51,20,1,27,27,2.7294943167946
7633914,1,1,1,1,2,1,800000,2,,2,,2,2,4,18,1,41,41,18.8135754337461
7633928,1,1,1,1,2,1,500000,2,,2,,2,2,96,35,1,41,41,20.4511598694385
7633939,1,1,1,3,,1,,2,,,,2,2,24,24,1,41,41,15.7273130907171
7633939,1,1,2,3,,2,,2,,,,2,2,24,45,1,41,41,15.7273130907171
7633949,1,1,1,3,,2,,2,,,,2,2,5,27,1,44,44,3.64057282472074
7633955,1,1,1,1,2,1,420000,2,,2,,2,2,1,26,1,44,44,7.38336198892041
7633959,1,1,1,3,,2,,2,,,,2,2,84,43,1,44,44,8.63553544514606
7633977,1,1,1,3,,2,,2,,,,2,2,24,23,1,44,44,5.46915702882993
7633990,1,1,1,3,,1,,2,,,,2,2,24,19,1,44,44,8.37373763712841
7634029,1,1,1,1,1,2,1300000,1,360000,2,,1,2,4,31,1,50,50,19.6100765833381
7634040,1,1,1,1,1,2,1200000,2,,2,,2,2,60,42,1,50,50,15.5025573521796
7634040,1,1,2,1,1,2,1200000,2,,2,,2,2,36,38,1,50,50,15.5025573521796
7634040,1,1,3,1,1,2,1200000,2,,2,,2,2,36,32,1,50,50,15.5025573521796
7634040,1,1,4,1,1,2,1200000,2,,2,,2,2,12,28,1,50,50,15.5025573521796
7634040,1,1,5,1,1,1,1200000,2,,2,,2,2,6,29,1,50,50,15.5025573521796
7634064,1,1,1,2,,1,,2,,,,2,2,2,56,1,52,"",21.8885306679241
7634066,1,2,1,2,,1,,2,,,,2,2,120,55,1,52,"",23.0019398756282
7634083,1,1,1,1,2,1,600000,2,,2,,2,2,24,38,1,52,52,19.4590550138471
7634083,1,1,2,1,2,1,600000,2,,2,,2,2,24,29,1,52,52,19.4590550138471
7634085,1,1,1,1,2,1,1000000,2,,2,,2,2,60,40,1,52,52,13.3168539704563
7634085,1,1,2,1,2,1,1000000,2,,2,,2,2,36,39,1,52,52,13.3168539704563
7634114,1,1,1,1,2,2,100000,2,,2,,2,2,24,61,1,54,54,52.4282392530172
7634114,1,1,2,1,2,2,100000,2,,2,,2,2,60,26,1,54,54,52.4282392530172
7634114,1,1,3,1,2,2,100000,2,,2,,2,2,3,52,1,54,54,52.4282392530172
7634156,1,1,1,1,1,1,900000,2,,2,,2,2,60,60,1,63,63,16.2078462723825
7634156,1,1,1,2,,2,,2,,,,2,2,60,58,1,63,63,16.2078462723825
7634156,1,1,2,2,,1,,2,,,,2,2,60,55,1,63,63,16.2078462723825
7634158,1,1,1,3,,2,,2,,,,2,2,18,18,1,63,63,10.3328809384893
7634172,1,1,1,1,1,1,1332692,1,364511,1,514705,1,2,60,53,1,63,63,16.0267468117733
7634172,1,1,2,1,2,1,1332692,1,364511,1,514705,1,1,24,39,1,63,63,16.0267468117733
7634174,1,2,1,3,,1,,2,,,,2,2,144,45,1,63,63,16.6740534549676
7634175,1,2,1,1,1,1,1323809,1,375857,2,,1,2,60,99,1,63,63,18.6503959770861
7634175,1,2,2,1,2,2,1323809,1,375857,2,,2,2,24,99,1,63,63,18.6503959770861
7634175,1,2,3,1,2,2,1323809,1,375857,2,,1,2,30,99,1,63,63,18.6503959770861
7634179,1,1,1,1,2,1,1332692,1,364511,1,514705,1,2,36,99,1,63,63,13.2462513238249
7634179,1,1,2,1,1,1,1332692,1,364511,1,514705,1,2,60,99,1,63,63,13.2462513238249
7634180,1,4,1,1,1,2,1300000,1,380000,2,,1,1,40,35,1,63,63,17.0136554239234
7634180,1,4,1,2,,1,,2,,,,2,2,48,60,1,63,63,17.0136554239234
7634180,1,4,2,1,1,2,1300000,1,380000,2,,1,1,30,31,1,63,63,17.0136554239234
7634180,1,4,2,2,,1,,2,,,,2,2,48,37,1,63,63,17.0136554239234
7634180,1,4,3,2,,2,,2,,,,2,2,48,35,1,63,63,17.0136554239234
7634186,1,2,1,3,,1,,2,,,,2,2,240,76,1,63,63,12.7771360746142
7634282,1,1,1,3,,2,,2,,,,2,2,12,47,1,68,68,14.1854507576024
7634286,1,1,1,3,,2,,1,340000,,,1,2,84,32,1,68,68,39.7553424162234
7634289,1,1,1,1,2,1,1300000,2,,2,,2,2,30,35,1,68,68,38.4514963854069
7634289,1,1,2,1,2,1,1300000,2,,2,,2,2,24,38,1,68,68,38.4514963854069
7634293,1,1,1,1,2,1,1300000,1,370000,1,2000000,1,1,36,40,1,68,68,34.1666508987964
7634293,1,1,2,1,2,1,1300000,1,370000,1,2000000,1,1,36,38,1,68,68,34.1666508987964
7634293,1,1,3,1,2,2,1300000,1,370000,1,2000000,1,1,40,39,1,68,68,34.1666508987964
7634293,1,1,4,1,2,2,1300000,1,370000,1,2000000,1,1,24,32,1,68,68,34.1666508987964
7634421,1,1,1,1,1,1,1300000,1,266500,1,1100000,1,1,5,40,1,88,88,3.7232655953897
7634421,1,1,2,1,1,1,1300000,1,266500,1,1100000,1,1,7,50,1,88,88,3.7232655953897
7634421,1,1,3,1,1,2,1300000,1,266500,2,,1,1,5,56,1,88,88,3.7232655953897
7634421,1,1,4,1,1,2,1300000,1,266500,2,,1,1,4,49,1,88,88,3.7232655953897
7634421,1,1,5,1,1,2,1300000,1,266500,2,,1,1,3,25,1,88,88,3.7232655953897
7634428,1,1,1,2,,1,,2,,,,2,2,2,45,1,88,88,4.99579230539407
7634428,1,1,2,2,,1,,2,,,,2,2,2,50,1,88,88,4.99579230539407
7634430,1,1,1,1,2,1,350000,2,,2,,2,2,1,38,1,88,88,4.36675757276066
7634430,1,1,2,1,2,1,350000,2,,2,,2,2,1,37,1,88,88,4.36675757276066
7634430,1,1,3,1,2,1,350000,2,,2,,2,2,1,45,1,88,88,4.36675757276066
7634530,1,3,1,3,,2,,2,,,,2,2,12,37,1,08,"",69.3592782387847
7634534,1,1,1,1,2,2,504000,2,,2,,2,2,12,33,1,08,"",110.842251506742
7634599,1,1,1,1,2,1,1000000,2,,2,,2,2,11,45,2,73,"",90.0997160299707
7634599,1,1,2,1,2,2,500000,2,,2,,2,2,11,50,2,73,"",90.0997160299707
7634600,1,1,1,1,2,1,250000,2,,2,,2,2,1,24,2,73,"",57.3380929323426
7634600,1,1,1,2,,2,,2,,,,2,2,120,62,2,73,"",57.3380929323426
7634601,1,1,1,2,,2,,2,,,,2,2,60,62,2,73,"",40.0239793100329
7634602,1,1,1,1,2,1,300000,2,,2,,2,2,500,59,2,73,"",85.2335136830261
7634608,1,1,1,1,2,1,480000,2,,2,,2,2,1,55,2,73,"",54.5879407822025
7634608,1,1,2,1,2,1,360000,2,,2,,2,2,1,43,2,73,"",54.5879407822025
7634618,1,1,1,1,2,1,1800000,2,,2,,2,2,18,29,2,05,"",149.766150304085
7634618,1,1,1,2,,1,,2,,,,2,2,60,50,2,05,"",149.766150304085
7634618,1,1,1,3,,2,,2,,,,2,2,36,28,2,05,"",149.766150304085
7634618,1,1,2,1,2,2,600000,2,,2,,2,2,24,33,2,05,"",149.766150304085
7634618,1,1,2,3,,2,,2,,,,2,2,36,27,2,05,"",149.766150304085
7634626,1,1,1,1,2,1,450000,2,,2,,2,2,24,20,1,05,"",182.851821958701
7634626,1,1,2,1,2,1,120000,2,,2,,2,2,12,18,1,05,"",182.851821958701
7634664,1,1,1,1,2,2,400000,2,,2,,2,2,23,22,2,05,"",185.464237976236
7634678,1,3,1,3,,2,,2,,,,2,2,300,46,2,23,"",230.013616768407
7634755,1,1,1,1,2,1,1200000,2,,2,,2,2,3,28,1,05,05,167.12350430873
7634755,2,1,1,1,2,1,1500000,2,,2,,2,2,2,32,1,05,05,167.12350430873
7634755,2,1,2,1,2,2,1500000,2,,2,,2,2,4,30,1,05,05,167.12350430873
7634764,1,1,1,1,2,2,1553400,1,524619,1,1018280,1,1,3,28,1,05,05,120.455293961708
7634873,1,1,1,1,1,2,1300000,1,290000,1,1214800,1,1,30,35,1,11,11,356.687741860381
7634883,1,1,1,2,,2,,2,,,,2,2,204,53,1,11,11,280.09125289745
7634939,1,1,1,1,2,1,1300000,1,364038,1,790822,1,1,12,19,1,11,11,268.787051894417
7634939,1,1,1,2,,1,,1,240000,,,1,1,121,34,1,11,11,268.787051894417
7634939,1,1,2,1,2,1,1300000,1,364038,1,790822,1,1,4,25,1,11,11,268.787051894417
7634939,1,1,3,1,2,2,1300000,1,364038,1,790822,1,1,3,28,1,11,11,268.787051894417
7634950,1,1,1,2,,1,,2,,,,2,2,181,53,1,11,11,259.031842832671
7634970,1,1,1,1,1,2,1300000,2,,2,,2,2,36,23,1,11,11,287.334015009991
7634970,1,1,2,1,1,2,1300000,2,,2,,2,2,72,40,1,11,11,287.334015009991
7634993,1,1,1,1,2,1,1200000,2,,2,,2,2,13,26,1,13,13,33.717026348508
7634993,1,1,1,3,,2,,2,,,,2,2,37,25,1,13,13,33.717026348508
7634993,1,1,2,1,2,2,1200000,2,,2,,2,2,13,31,1,13,13,33.717026348508
7635007,1,1,1,1,1,1,720000,2,,2,,2,2,12,998,1,13,13,50.5700085490676
7635007,1,1,2,1,1,1,720000,2,,2,,2,2,12,998,1,13,13,50.5700085490676
7635007,1,1,3,1,1,1,720000,2,,2,,2,2,12,998,1,13,13,50.5700085490676
7635007,1,1,4,1,1,2,720000,2,,2,,2,2,12,998,1,13,13,50.5700085490676
7635018,1,1,1,3,,2,,2,,,,2,2,24,99,1,13,13,19.2732586646004
7635022,1,3,1,1,1,2,785000,2,,2,,2,2,24,27,1,13,13,20.3878312360418
7635022,1,3,2,1,1,2,785000,2,,2,,2,2,36,33,1,13,13,20.3878312360418
7635028,1,1,1,3,,2,,2,,,,2,2,120,59,1,15,15,8.02878225635271
7635054,1,1,1,1,1,1,1300000,1,370500,2,,1,1,4,998,1,15,15,5.439993758788
7635054,1,1,1,2,,1,,2,,,,2,2,168,67,1,15,15,5.439993758788
7635054,1,1,2,1,1,1,1300000,1,375000,2,,1,1,15,998,1,15,15,5.439993758788
7635054,1,1,2,2,,2,,2,,,,2,2,168,40,1,15,15,5.439993758788
7635054,1,1,3,1,1,2,1300000,1,370500,2,,1,1,7,24,1,15,15,5.439993758788
7635054,1,1,4,1,1,2,1300000,1,370500,2,,1,1,2,998,1,15,15,5.439993758788
7635076,1,1,1,1,2,1,1300000,1,377300,2,,1,2,10,40,1,17,17,16.7995879088036
7635076,1,1,2,1,2,2,1300000,1,377300,2,,1,2,12,44,1,17,17,16.7995879088036
7635076,1,1,3,1,2,2,1300000,1,377300,2,,1,2,10,26,1,17,17,16.7995879088036
7635076,1,1,4,1,2,2,1300000,1,377300,2,,1,2,10,30,1,17,17,16.7995879088036
7635076,1,1,5,1,2,2,1300000,1,377300,2,,1,2,10,36,1,17,17,16.7995879088036
7635083,1,1,1,2,,1,,2,,,,2,2,12,48,1,17,17,6.09772026533004
7635153,1,1,1,2,,1,,2,,,,2,2,36,55,1,18,18,5.83223032211451
7635170,1,1,1,1,2,2,1200000,2,,2,,2,2,26,23,1,18,18,11.9850641897982
7635170,1,1,1,3,,2,,2,,,,2,2,50,29,1,18,18,11.9850641897982
7635212,1,1,1,3,,2,,2,,,,2,2,12,48,1,19,19,9.98121113472047
7635258,1,1,1,1,2,1,2400000,2,,2,,2,2,24,33,1,20,20,20.7127447425431
7635258,1,1,2,1,2,1,1200000,2,,2,,2,2,24,37,1,20,20,20.7127447425431
7635258,1,1,3,1,2,1,1200000,2,,2,,2,2,24,38,1,20,20,20.7127447425431
7635258,1,1,4,1,2,1,1200000,2,,2,,2,2,24,20,1,20,20,20.7127447425431
7635258,1,2,1,1,2,1,780000,2,,2,,2,2,8,20,1,20,20,20.7127447425431
7635258,1,2,2,1,2,2,780000,2,,2,,2,2,11,22,1,20,20,20.7127447425431
7635267,1,1,1,2,,1,,2,,,,2,2,132,37,1,20,20,14.4269071165883
7635285,1,1,1,1,1,1,750000,2,,2,,2,2,24,30,1,20,20,36.302054069065
7635328,1,1,1,1,1,1,900000,2,,2,,2,2,24,25,1,23,23,17.28598579994
7635328,1,1,1,3,,2,,2,,,,2,2,60,34,1,23,23,17.28598579994
7635375,1,1,1,1,2,1,1000000,2,,2,,2,2,24,39,1,25,"",104.357998930504
7635375,1,1,2,1,2,1,1000000,2,,2,,2,2,6,25,1,25,"",104.357998930504
7635375,1,1,3,1,2,2,1000000,2,,2,,2,2,124,39,1,25,"",104.357998930504
7635380,1,3,1,2,,1,,2,,,,2,2,12,53,1,25,"",120.33803203685
7635495,1,1,1,1,1,1,450000,2,,2,,2,2,74,48,1,27,27,5.71601277228804
7635503,1,1,1,1,1,2,1300000,1,266500,1,600000,1,1,6,48,1,41,41,22.9547247654205
7635503,1,1,2,1,1,2,1300000,1,266500,2,,1,1,5,40,1,41,41,22.9547247654205
7635503,1,1,3,1,1,2,1300000,1,266500,2,,1,1,4,40,1,41,41,22.9547247654205
7635503,1,1,4,1,1,2,1300000,1,266500,2,,1,1,4,30,1,41,41,22.9547247654205
7635515,1,1,1,2,,2,,1,370500,,,1,2,3,35,1,41,41,18.5167016192648
7635536,1,2,1,1,2,1,800000,2,,2,,2,2,3,35,1,41,41,12.9510252483532
7635540,1,1,1,3,,2,,2,,,,2,2,24,29,1,44,44,6.19181839306933
7635551,1,1,1,1,2,1,400000,2,,2,,2,2,6,16,1,44,44,9.60133495124156
7635572,1,1,1,1,2,2,350000,2,,2,,2,2,24,31,1,44,44,5.95663440227698
7635580,1,1,1,1,2,1,1200000,2,,2,,2,2,60,43,1,44,44,5.29890453638009
7635580,1,1,2,1,2,1,900000,2,,2,,2,2,36,27,1,44,44,5.29890453638009
7635588,1,1,1,1,2,2,1200000,2,,2,,2,2,60,49,1,44,44,5.11716110244762
7635588,1,1,1,3,,1,,2,,,,2,2,96,48,1,44,44,5.11716110244762
7635588,1,1,2,1,2,1,1200000,2,,2,,2,2,48,42,1,44,44,5.11716110244762
7635588,1,1,3,1,2,2,1200000,2,,2,,2,2,48,36,1,44,44,5.11716110244762
7635588,1,1,4,1,2,2,1200000,2,,2,,2,2,24,30,1,44,44,5.11716110244762
7635588,1,1,5,1,2,1,1000000,2,,2,,2,2,12,26,1,44,44,5.11716110244762
7635588,1,1,6,1,2,1,700000,2,,2,,2,2,6,21,1,44,44,5.11716110244762
7635650,1,1,1,1,2,1,600000,2,,2,,2,2,6,999,1,50,50,42.3058629074982
7635659,1,2,1,1,2,1,1170000,2,,2,,2,2,18,55,1,50,50,22.2180630927095
7635688,1,1,1,1,2,1,1300000,2,,2,,2,2,2,26,1,52,"",10.1639973574916
7635688,1,1,2,1,2,1,1300000,1,337000,2,,2,2,2,26,1,52,"",10.1639973574916
7635688,1,1,3,1,2,2,1300000,1,337000,2,,2,2,2,24,1,52,"",10.1639973574916
7635691,1,1,1,1,1,1,1300000,2,,2,,2,2,49,26,1,52,52,8.851783761022
7635735,1,1,1,1,2,2,500000,2,,2,,2,2,12,50,1,52,52,12.2575587682609
